name,Nombre_liga,Equipo,Pais,Edad,Posicion,Altura,Peso,Partidos_completos,Medio_tiempo,Minutos,T_Goles,T_Asistencias,T_Amarillas,T_Rojas,PP_Tiros,%_PasesBuenos,JdP,PP_Aire,rating,PP_Entradas,PP_Intercepciones,PP_Faltas,PP_FueraJuegoGanados,PP_Despejes,PP_Regateado,outfielderBlockPerGame,T_GolesPropia,shotsPerGame_y,PP_PasesClave,PP_Regateo,PP_FaltaRecibida,PP_FueraJuegoPerdido,PP_BalonPerdido,PP_MalControl,PP_Pases,passSuccess_y,PP_PaseCentro,PP_PaseLargo,PP_PaseProfundidad
José Gayá,LaLiga,Valencia,es,24,Defender,172,66,9,1,778,0,0,2,0,0.3,80.4,0,0.7,6.49,2.1,0.8,0.7,0.0,1.7,0.5,0.3,0,0.3,0.5,0.7,1.0,0.0,0.7,0.8,28.1,80.4,0.4,1.0,0.0
Rubén Sobrino,LaLiga,Valencia,es,27,Attacker,185,73,0,5,56,1,0,0,0,0.8,58.3,0,0.4,6.43,0.6,0.0,0.6,0.0,0.0,0.2,0.0,0,0.8,0.4,0.2,0.6,0.0,0.8,1.0,2.4,58.3,0.2,0.2,0.0
Thierry Correia,LaLiga,Valencia,,20,Defender,176,69,2,0,180,0,0,0,0,0.0,72.3,0,1.5,6.42,3.0,1.0,1.5,0.5,3.0,0.0,0.0,0,0.0,0.5,0.0,2.5,0.0,1.0,1.0,32.5,72.3,0.0,1.5,0.5
Cristiano Piccini,LaLiga,Valencia,it,27,Defender,183,77,1,1,75,0,0,0,0,0.5,73.9,0,0.0,6.38,2.5,1.0,0.5,0.0,0.0,0.0,0.0,0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,23.0,73.9,0.5,1.0,0.0
Carlos Soler,LaLiga,Valencia,es,22,Midfielder,180,76,5,2,453,0,0,1,0,0.9,81.5,0,0.1,6.37,0.9,0.1,0.6,0.0,0.3,1.1,0.1,0,0.9,0.6,1.1,0.9,0.1,0.3,1.1,20.9,81.5,0.1,0.9,0.0
Manu Vallejo,LaLiga,Valencia,es,22,Forward,167,72,2,4,264,0,0,0,0,0.7,73.5,0,0.3,6.3,1.0,0.3,0.8,0.0,0.0,0.5,0.0,0,0.7,0.7,0.7,0.5,0.2,1.3,1.7,8.2,73.5,0.2,0.5,0.0
Denis Cheryshev,LaLiga,Valencia,ru,28,Attacker,179,74,5,3,425,1,1,5,0,1.1,69.0,0,0.9,6.29,0.6,0.3,1.6,0.0,0.3,0.6,0.0,0,1.1,0.1,0.5,0.6,0.0,0.3,0.9,15.8,69.0,0.0,0.4,0.0
Lee Kang-In,LaLiga,Valencia,kr,18,Midfielder,173,68,2,6,222,1,0,1,1,0.6,89.9,0,0.0,6.21,0.3,0.3,0.8,0.0,0.0,0.1,0.0,0,0.6,0.4,0.8,0.5,0.0,0.6,1.3,9.9,89.9,0.3,0.1,0.1
Eliaquim Mangala,LaLiga,Valencia,fr,28,Defender,188,84,2,0,180,0,0,0,0,0.5,88.4,0,1.5,6.15,0.0,0.5,1.0,0.5,6.0,0.0,0.5,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,34.5,88.4,0.0,0.5,0.0
Vicente Esquerdo,LaLiga,Valencia,es,20,Midfielder,182,75,0,1,7,0,0,0,0,0.0,75.0,0,1.0,6.13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,75.0,0.0,0.0,0.0
Víctor Díaz,LaLiga,Granada,es,31,Defender,184,71,16,0,1440,0,5,1,0,0.6,69.3,1,1.5,6.99,2.2,1.3,0.6,0.2,2.6,0.9,0.6,0,0.6,1.1,0.3,0.4,0.1,0.1,0.6,32.8,69.3,0.9,2.9,0.0
Yangel Herrera,LaLiga,Granada,ve,21,Defender,184,78,12,1,1038,2,0,6,0,1.3,79.3,1,2.2,6.95,2.8,0.8,2.9,0.0,0.9,1.5,0.6,0,1.3,0.5,0.4,1.5,0.2,1.0,1.2,31.5,79.3,0.0,1.8,0.1
Ángel Montoro,LaLiga,Granada,es,31,Defender,181,72,10,1,838,0,4,4,0,0.9,79.7,2,0.2,6.83,1.4,1.1,1.8,0.3,1.1,0.8,0.1,0,0.9,1.5,0.5,1.4,0.0,0.5,0.8,41.2,79.7,1.1,4.2,0.0
Antonio Puertas,LaLiga,Granada,es,27,Attacker,183,77,15,1,1327,4,0,3,0,1.5,75.5,0,1.9,6.83,1.2,0.4,1.3,0.1,0.5,0.8,0.1,0,1.5,0.4,1.6,1.6,0.1,1.6,2.1,22.2,75.5,0.3,0.3,0.0
Germán Sánchez,LaLiga,Granada,,33,Defender,187,82,12,1,1072,2,0,6,0,0.5,79.6,1,3.0,6.77,0.5,1.2,1.0,0.5,3.8,0.1,0.7,0,0.5,0.0,0.1,1.0,0.0,0.0,0.0,33.5,79.6,0.0,2.9,0.0
Darwin Machís,LaLiga,Granada,ve,26,Attacker,170,68,8,9,896,2,1,2,0,1.8,76.7,1,0.8,6.75,0.6,0.8,1.1,0.0,0.1,0.3,0.0,0,1.8,0.8,1.5,0.9,0.3,0.6,1.4,12.4,76.7,0.4,0.5,0.0
Álvaro Vadillo,LaLiga,Granada,es,25,Attacker,180,69,10,5,890,3,1,0,0,0.9,73.4,0,0.3,6.71,0.8,0.4,0.5,0.0,0.1,0.4,0.0,0,0.9,1.1,1.2,1.0,0.3,0.9,1.1,18.8,73.4,1.6,0.1,0.0
Rui Silva,LaLiga,Granada,pt,25,GoalKeeper,191,91,17,0,1530,0,0,1,0,0.0,52.7,0,0.1,6.69,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,32.5,52.7,0.0,8.2,0.0
Maxime Gonalons,LaLiga,Granada,fr,30,Defender,187,76,9,2,831,0,0,4,0,0.2,84.3,0,1.3,6.66,3.0,0.7,1.5,0.2,1.0,1.7,0.2,0,0.2,0.1,0.5,1.3,0.0,0.5,0.6,29.5,84.3,0.0,2.2,0.0
Carlos Fernández,LaLiga,Granada,es,23,Forward,185,72,6,9,778,3,1,4,0,0.9,64.1,1,2.5,6.66,0.7,0.3,1.7,0.1,0.7,0.9,0.1,0,0.9,0.5,0.6,0.9,0.1,0.5,1.2,14.9,64.1,0.0,0.3,0.0
Quini,LaLiga,Granada,es,30,Defender,178,74,8,2,717,0,0,2,0,1.0,75.2,0,0.8,6.63,2.5,1.0,0.8,0.4,1.1,0.9,0.1,0,1.0,0.7,0.6,0.6,0.0,0.5,0.6,21.0,75.2,0.2,1.4,0.0
Domingos Duarte,LaLiga,Granada,pt,24,Defender,192,80,17,0,1486,2,0,3,0,0.4,82.3,1,1.5,6.59,0.5,0.9,0.9,0.5,3.9,0.1,0.8,0,0.4,0.0,0.1,0.4,0.1,0.0,0.2,34.8,82.3,0.0,2.2,0.0
Roberto Soldado,LaLiga,Granada,es,34,Forward,180,74,14,1,1069,2,2,7,0,0.5,74.1,0,1.3,6.55,0.5,0.2,1.3,0.0,0.5,0.3,0.1,0,0.5,0.9,0.4,1.7,0.6,0.8,1.1,15.5,74.1,0.0,0.2,0.0
Fede Vico,LaLiga,Granada,es,25,Midfielder,176,70,4,1,265,1,0,0,0,1.2,82.6,0,0.2,6.39,0.0,0.2,0.4,0.0,0.2,1.0,0.0,0,1.2,1.0,0.8,0.8,0.0,1.2,1.2,18.4,82.6,0.8,0.8,0.0
Carlos Neva,LaLiga,Granada,es,23,Defender,174,64,9,1,855,0,0,1,0,0.3,70.1,0,0.3,6.35,0.8,0.6,0.2,0.2,1.2,0.5,0.0,0,0.3,0.6,0.1,0.9,0.0,0.1,0.4,25.1,70.1,0.5,1.1,0.0
José Antonio Martínez,LaLiga,Granada,es,26,Defender,189,79,6,4,582,0,0,0,0,0.0,76.8,0,1.4,6.31,0.8,0.4,0.3,0.3,1.7,0.5,0.3,0,0.0,0.0,0.0,0.3,0.0,0.1,0.2,22.8,76.8,0.0,2.3,0.0
Ramón Azeez,LaLiga,Granada,ng,27,Midfielder,169,67,7,5,627,2,0,2,0,1.3,85.8,0,0.4,6.28,0.4,0.7,1.3,0.0,0.3,0.5,0.0,0,1.3,0.2,0.2,0.8,0.1,0.5,0.6,12.9,85.8,0.0,0.3,0.0
Yan Eteki,LaLiga,Granada,cm,22,Midfielder,180,70,4,4,363,0,0,1,0,0.4,81.7,0,0.8,6.22,0.8,0.4,2.5,0.0,0.4,0.5,0.1,0,0.4,0.3,0.9,0.8,0.0,0.5,0.8,13.0,81.7,0.0,0.8,0.0
Adrián Ramos,LaLiga,Granada,co,33,Forward,186,78,2,4,188,0,0,0,0,0.8,69.5,0,1.5,6.2,0.8,0.2,0.8,0.0,0.2,0.2,0.0,0,0.8,0.2,0.0,0.7,0.3,0.3,1.0,9.8,69.5,0.0,0.2,0.0
Ismail Köybasi,LaLiga,Granada,tr,30,Defender,178,75,1,0,46,0,0,0,0,0.0,40.0,0,1.0,6.01,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,15.0,40.0,0.0,2.0,0.0
Álex Martínez,LaLiga,Granada,es,29,Defender,176,67,1,0,1,0,0,1,0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chimy Avila,LaLiga,Osasuna,ar,25,Attacker,172,81,14,2,1265,6,2,6,0,3.1,56.9,4,3.3,7.12,1.0,0.2,2.3,0.0,0.1,0.7,0.0,0,3.1,1.2,0.8,2.1,1.2,1.5,2.3,15.4,56.9,0.3,0.8,0.0
Pervis Estupiñán,LaLiga,Osasuna,ec,21,Defender,175,73,17,0,1530,1,2,3,0,0.5,76.6,3,1.4,7.09,2.4,1.9,1.0,0.2,1.7,1.1,0.1,0,0.5,1.2,1.9,0.9,0.1,0.8,1.9,38.9,76.6,1.2,1.4,0.0
Roberto Torres,LaLiga,Osasuna,es,30,Attacker,178,72,16,1,1402,4,3,1,0,2.8,72.5,2,0.8,6.94,0.9,0.8,0.5,0.1,1.3,0.9,0.1,0,2.8,1.4,0.6,1.2,0.0,0.8,1.3,29.1,72.5,1.2,1.9,0.0
Rubén García,LaLiga,Osasuna,es,26,Attacker,171,72,14,1,1177,5,1,3,0,1.8,75.4,1,0.5,6.93,2.1,0.4,1.5,0.0,0.7,0.8,0.2,0,1.8,1.6,0.9,0.8,0.1,1.3,2.8,31.5,75.4,1.3,1.8,0.0
Sergio Herrera,LaLiga,Osasuna,es,26,GoalKeeper,192,82,2,1,251,0,0,1,0,0.0,48.0,0,0.3,6.89,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,48.0,0.0,7.7,0.0
Nacho Vidal,LaLiga,Osasuna,es,24,Defender,180,75,12,0,1018,0,0,3,0,0.4,72.0,0,1.8,6.87,1.3,1.4,1.1,0.4,1.9,0.7,0.4,0,0.4,0.6,1.1,1.3,0.0,0.2,1.1,37.3,72.0,0.3,3.0,0.2
David García,LaLiga,Osasuna,es,25,Defender,185,72,13,0,1170,0,0,2,0,0.6,75.3,1,4.8,6.86,0.8,1.1,1.5,0.8,3.9,0.5,0.6,0,0.6,0.2,0.0,0.5,0.0,0.1,0.4,39.2,75.3,0.0,4.8,0.1
Aridane Hernández,LaLiga,Osasuna,es,30,Defender,186,77,12,0,1080,0,0,2,0,0.1,82.1,0,3.4,6.86,0.7,1.3,0.3,1.2,4.6,0.1,0.8,0,0.1,0.2,0.2,0.3,0.0,0.2,0.7,36.3,82.1,0.0,3.5,0.0
Oier Sanjurjo,LaLiga,Osasuna,es,33,Defender,178,72,13,0,1089,1,0,5,1,0.7,72.8,0,3.2,6.75,2.2,0.9,1.8,0.1,1.7,1.5,0.3,0,0.7,0.5,0.2,1.6,0.1,0.5,0.7,33.4,72.8,0.1,1.8,0.0
Juan Pérez,LaLiga,Osasuna,es,23,GoalKeeper,187,83,2,0,180,0,0,0,0,0.0,40.7,0,0.0,6.67,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,40.7,0.0,6.5,0.0
Darko Brasanac,LaLiga,Osasuna,rs,27,Midfielder,178,73,10,2,885,0,1,2,0,0.9,76.6,0,1.4,6.61,2.0,0.7,1.6,0.0,0.9,0.8,0.2,0,0.9,0.9,0.2,0.8,0.1,0.6,1.3,26.7,76.6,0.1,0.6,0.0
Facundo Roncaglia,LaLiga,Osasuna,ar,32,Defender,179,76,8,0,682,1,0,1,1,0.3,79.4,0,2.9,6.57,1.8,1.1,1.4,0.9,2.0,0.6,0.4,0,0.3,0.3,1.0,0.8,0.0,0.3,0.5,41.9,79.4,0.0,4.1,0.0
Unai García,LaLiga,Osasuna,es,27,Defender,186,81,0,1,18,0,0,0,0,0.0,100.0,0,1.0,6.54,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,2.0,0.0
Jon Moncayola,LaLiga,Osasuna,es,21,Defender,189,86,6,6,630,1,0,4,0,0.3,74.8,0,0.8,6.47,1.8,0.4,1.2,0.2,0.8,0.6,0.2,0,0.3,0.5,0.3,0.2,0.0,0.3,0.8,23.2,74.8,0.1,2.1,0.0
Fran Mérida,LaLiga,Osasuna,es,29,Attacker,177,74,9,4,804,0,0,4,1,0.7,77.4,0,0.3,6.42,1.3,1.5,0.8,0.0,0.5,0.8,0.2,0,0.7,0.5,1.1,0.9,0.0,0.8,0.9,37.8,77.4,0.1,4.4,0.1
Robert Ibáñez,LaLiga,Osasuna,es,26,Attacker,175,67,3,6,327,1,0,1,0,0.4,76.3,0,0.1,6.42,1.0,0.4,0.6,0.0,0.3,0.9,0.0,0,0.4,0.3,1.0,1.3,0.1,1.1,1.6,10.8,76.3,0.0,0.0,0.0
Raúl Navas,LaLiga,Osasuna,es,31,Defender,186,84,4,1,395,0,0,1,0,0.0,83.9,0,0.8,6.38,0.8,1.6,0.6,1.4,3.2,0.8,0.2,0,0.0,0.2,0.0,0.6,0.0,0.4,0.2,34.8,83.9,0.0,3.0,0.0
Rubén Martínez,LaLiga,Osasuna,es,35,GoalKeeper,188,79,13,0,1099,0,0,0,0,0.0,47.1,0,0.2,6.36,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,24.0,47.1,0.0,7.0,0.0
Adrián López,LaLiga,Osasuna,es,31,Midfielder,183,73,5,5,479,0,0,0,0,0.5,75.3,0,1.1,6.35,0.2,0.0,0.3,0.0,0.2,0.8,0.1,0,0.5,1.2,0.7,0.1,0.2,0.8,1.1,17.8,75.3,0.1,0.3,0.0
Lillo,LaLiga,Osasuna,es,30,Defender,176,71,2,2,194,0,0,2,0,0.3,80.6,0,0.8,6.35,1.0,0.5,0.8,0.3,1.8,0.0,0.3,0,0.3,0.3,0.8,0.5,0.3,0.8,0.3,23.3,80.6,0.3,2.5,0.0
Juan Villar,LaLiga,Osasuna,es,31,Forward,182,72,2,5,214,1,0,0,0,0.7,63.6,0,0.9,6.25,0.1,0.1,1.0,0.0,0.0,0.3,0.1,0,0.7,0.3,0.1,0.3,0.7,0.4,0.9,9.4,63.6,0.0,0.0,0.0
Marc Cardona,LaLiga,Osasuna,es,24,Forward,183,70,5,4,414,1,1,1,0,0.8,77.7,0,0.6,6.23,0.0,0.1,0.6,0.0,0.2,0.6,0.0,0,0.8,0.7,0.4,0.6,0.4,0.6,1.6,10.4,77.7,0.0,0.3,0.0
Iñigo Pérez,LaLiga,Osasuna,es,31,Midfielder,178,74,0,4,37,0,0,0,0,0.8,68.5,0,0.3,6.2,0.8,0.3,0.0,0.0,0.0,0.3,0.0,0,0.8,0.0,0.3,0.0,0.0,0.3,0.8,13.5,68.5,0.0,1.0,0.0
Brandon,LaLiga,Osasuna,es,24,Forward,173,71,5,3,408,0,1,4,0,1.0,68.5,0,0.6,6.16,0.6,0.0,0.8,0.0,0.1,0.6,0.0,0,1.0,0.5,0.5,0.8,0.0,1.6,1.9,13.9,68.5,0.4,0.1,0.0
Luis Perea,LaLiga,Osasuna,es,22,Midfielder,192,80,0,2,19,0,0,0,0,0.0,87.5,0,0.5,6.07,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.0,87.5,0.0,0.0,0.0
José Campaña,LaLiga,Levante,es,26,Midfielder,179,70,16,0,1407,2,4,0,1,1.4,81.4,1,1.1,7.07,1.1,1.1,1.0,0.0,1.1,0.9,0.1,0,1.4,2.8,1.5,1.3,0.1,0.9,1.9,51.7,81.4,1.3,2.6,0.1
Aitor Fernández,LaLiga,Levante,es,28,GoalKeeper,182,78,17,0,1530,0,0,2,0,0.0,59.9,0,0.4,6.92,0.1,0.1,0.0,0.0,1.1,0.0,0.0,0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,25.6,59.9,0.0,6.4,0.0
Rubén Rochina,LaLiga,Levante,es,28,Midfielder,182,76,8,5,777,2,0,2,0,2.5,72.8,2,0.9,6.86,1.5,0.6,1.2,0.0,0.3,1.4,0.0,0,2.5,0.8,1.7,1.8,0.1,1.3,1.5,28.3,72.8,0.5,3.4,0.2
Nemanja Radoja,LaLiga,Levante,rs,26,Defender,186,77,12,1,1099,1,0,2,0,0.1,84.8,0,2.2,6.83,2.2,1.2,0.6,0.0,1.1,1.3,0.1,0,0.1,0.4,1.2,1.1,0.2,0.8,0.7,38.5,84.8,0.2,1.9,0.0
Rúben Vezo,LaLiga,Levante,pt,25,Defender,182,80,14,0,1260,0,0,4,0,0.5,80.8,0,3.2,6.75,1.3,1.6,1.1,1.1,5.7,0.6,0.9,0,0.5,0.1,0.1,1.1,0.0,0.1,0.2,41.3,80.8,0.0,3.7,0.0
Toño,LaLiga,Levante,es,30,Defender,179,69,5,0,450,0,0,0,0,0.2,80.5,0,1.6,6.72,1.4,0.4,0.6,0.0,1.8,0.8,0.2,0,0.2,1.4,1.0,1.6,0.0,1.0,1.0,38.0,80.5,1.0,1.8,0.0
Sergio Postigo,LaLiga,Levante,es,31,Defender,184,78,11,0,942,1,0,3,0,0.3,82.8,1,1.2,6.63,0.8,1.3,0.6,0.6,3.9,0.4,0.5,0,0.3,0.5,0.5,0.5,0.1,0.1,0.1,36.9,82.8,0.0,3.4,0.1
Erick Cabaco,LaLiga,Levante,uy,24,Defender,185,84,5,2,454,0,0,2,0,0.0,78.0,0,1.1,6.63,0.7,0.9,0.7,1.0,4.9,0.0,0.7,0,0.0,0.1,0.3,0.4,0.0,0.0,0.1,27.3,78.0,0.0,3.7,0.0
Carlos Clerc,LaLiga,Levante,es,27,Defender,182,72,12,0,1080,0,1,4,0,0.2,69.8,0,1.6,6.61,1.3,1.2,1.1,0.5,2.2,0.5,0.3,0,0.2,0.3,1.1,1.1,0.1,0.3,1.6,33.4,69.8,0.3,1.6,0.0
Enis Bardhi,LaLiga,Levante,mk,24,Attacker,172,67,8,4,770,2,1,3,0,1.8,75.9,1,0.3,6.59,1.2,0.5,1.7,0.0,0.3,0.8,0.2,0,1.8,1.0,0.7,1.4,0.3,0.8,1.7,24.5,75.9,0.5,0.8,0.0
Borja Mayoral,LaLiga,Levante,es,22,Forward,182,74,10,4,911,3,0,0,0,1.4,76.4,0,0.7,6.57,0.4,0.1,0.4,0.0,0.4,0.2,0.0,0,1.4,0.6,1.0,0.9,0.4,1.1,1.1,16.9,76.4,0.1,1.2,0.0
Jorge Miramón,LaLiga,Levante,es,30,Defender,175,74,14,2,1255,0,3,2,0,0.4,75.8,0,0.8,6.54,1.6,1.0,0.4,0.1,1.6,0.4,0.3,0,0.4,0.8,0.4,0.9,0.0,0.4,0.8,30.0,75.8,0.6,1.6,0.0
Gonzalo Melero,LaLiga,Levante,es,25,Attacker,183,77,7,3,566,1,1,2,0,0.9,82.6,0,1.2,6.51,0.9,0.2,1.2,0.0,0.7,1.2,0.3,0,0.9,0.5,0.3,1.3,0.1,0.7,1.1,23.6,82.6,0.1,1.1,0.1
José Luis Morales,LaLiga,Levante,es,32,Defender,180,70,16,1,1395,1,1,1,0,1.4,70.1,1,0.1,6.5,0.7,0.2,0.5,0.0,0.1,0.7,0.0,0,1.4,1.1,1.4,0.4,0.5,1.5,2.3,18.7,70.1,0.5,0.5,0.1
Roger Martí,LaLiga,Levante,es,28,Forward,179,74,9,7,815,6,0,2,0,1.6,64.3,2,0.9,6.48,0.4,0.1,0.9,0.0,0.4,0.4,0.0,1,1.6,0.4,0.2,0.9,0.3,0.5,1.4,9.6,64.3,0.0,0.4,0.0
Hernâni,LaLiga,Levante,pt,28,Attacker,180,70,4,3,342,2,0,0,1,1.4,68.5,0,0.4,6.39,0.4,0.3,0.3,0.0,0.1,0.3,0.0,0,1.4,0.9,0.6,1.1,0.4,0.4,0.7,7.7,68.5,0.4,0.4,0.0
Nikola Vukcevic,LaLiga,Levante,me,28,Defender,184,76,7,6,567,0,1,4,0,0.2,84.6,0,0.7,6.32,1.1,0.3,0.8,0.1,0.2,0.8,0.4,0,0.2,0.2,0.3,0.9,0.0,0.2,0.2,16.5,84.6,0.0,0.8,0.1
Óscar Duarte,LaLiga,Levante,cr,30,Defender,186,81,3,2,302,0,0,0,0,0.6,86.6,0,1.2,6.29,1.6,0.4,1.6,0.0,3.8,0.0,0.8,0,0.6,0.0,0.0,0.4,0.0,0.0,0.2,26.8,86.6,0.0,2.6,0.0
Coke,LaLiga,Levante,es,32,Defender,182,78,4,3,368,0,0,2,0,0.4,76.6,0,0.4,6.17,0.7,0.7,1.0,0.0,0.7,1.1,0.0,0,0.4,0.1,0.9,0.9,0.0,0.1,0.9,25.0,76.6,0.0,2.3,0.0
Sergio León,LaLiga,Levante,es,30,Forward,178,73,4,6,411,1,0,2,0,1.4,61.1,0,0.6,6.13,0.1,0.0,0.6,0.0,0.2,0.1,0.0,0,1.4,0.0,0.1,0.4,0.9,0.5,1.1,5.4,61.1,0.1,0.1,0.0
Pablo Martínez,LaLiga,Levante,,21,Midfielder,182,74,0,1,8,0,0,0,0,0.0,100.0,0,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,100.0,0.0,0.0,0.0
Gonzalo Pereira,LaLiga,Levante,,22,Defender,180,75,0,1,13,0,0,0,0,0.0,100.0,0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,0.0
Eliseo Falcón,LaLiga,Levante,,22,Defender,0,0,1,0,74,0,0,0,1,0.0,87.0,0,1.0,4.71,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,23.0,87.0,0.0,1.0,0.0
Nabil Fekir,LaLiga,Real Betis,fr,26,Attacker,173,72,12,1,1090,4,0,4,0,3.1,81.0,5,0.9,7.46,1.4,0.2,2.3,0.0,0.1,0.8,0.2,0,3.1,1.2,3.5,4.1,0.3,1.8,2.1,26.3,81.0,0.5,0.8,0.0
Joaquín,LaLiga,Real Betis,es,38,Midfielder,179,75,11,4,919,6,2,3,0,1.2,85.2,2,0.3,7.02,0.5,0.3,0.4,0.0,0.5,0.3,0.1,0,1.2,2.0,1.3,0.7,0.2,0.9,0.9,27.9,85.2,0.9,0.9,0.0
Emerson,LaLiga,Real Betis,br,20,Defender,181,79,13,0,1170,2,4,4,0,1.1,74.8,0,1.9,6.94,2.8,0.7,1.2,0.2,2.0,1.6,0.2,0,1.1,0.9,0.4,2.6,0.0,1.0,1.5,36.9,74.8,0.5,1.7,0.1
Loren Morón,LaLiga,Real Betis,es,25,Forward,188,66,12,3,1101,8,2,2,1,2.0,65.7,0,1.3,6.87,0.7,0.4,1.1,0.0,0.7,0.6,0.2,0,2.0,0.6,0.5,1.7,0.9,1.1,2.7,9.5,65.7,0.0,0.3,0.0
Sidnei,LaLiga,Real Betis,br,30,Defender,185,80,7,0,592,0,0,0,0,0.3,89.9,0,3.0,6.81,1.4,1.4,0.4,0.7,4.3,0.4,1.1,0,0.3,0.0,0.1,0.4,0.0,0.1,0.3,55.4,89.9,0.0,5.0,0.0
Álex Moreno,LaLiga,Real Betis,es,26,Defender,179,68,9,3,815,0,2,1,0,0.9,77.4,0,0.8,6.8,1.1,0.4,0.8,0.2,1.4,0.8,0.4,0,0.9,0.9,1.9,1.4,0.2,1.2,1.1,24.8,77.4,0.8,0.5,0.0
Marc Bartra,LaLiga,Real Betis,es,28,Defender,184,70,12,1,1073,0,1,1,0,0.6,86.0,0,2.5,6.78,2.2,1.2,0.8,1.1,4.4,0.8,0.8,0,0.6,0.1,0.5,1.2,0.0,0.4,0.8,44.4,86.0,0.0,2.5,0.0
Aissa Mandi,LaLiga,Real Betis,dz,28,Defender,184,78,12,0,1080,0,0,5,0,0.5,89.8,0,2.6,6.77,1.3,1.8,0.9,1.1,3.7,0.3,0.8,0,0.5,0.3,0.0,0.6,0.2,0.3,0.3,56.2,89.8,0.0,4.2,0.0
Joel Robles,LaLiga,Real Betis,es,29,GoalKeeper,195,78,15,0,1268,0,0,2,1,0.0,68.2,2,0.3,6.73,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,29.1,68.2,0.0,5.5,0.0
Sergio Canales,LaLiga,Real Betis,es,28,Attacker,176,65,15,0,1304,1,1,2,0,1.3,87.6,0,0.1,6.68,0.8,0.4,0.8,0.1,0.5,0.5,0.1,0,1.3,1.7,1.1,0.9,0.0,1.2,1.2,54.7,87.6,1.1,3.5,0.1
Edgar González,LaLiga,Real Betis,es,22,Defender,193,78,2,0,149,0,0,1,0,0.5,88.7,0,2.5,6.68,0.5,1.5,1.0,0.0,1.5,1.5,0.5,0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,35.5,88.7,0.0,0.0,0.0
Antonio Barragán,LaLiga,Real Betis,es,32,Defender,182,76,3,2,284,0,1,1,0,0.0,87.3,0,0.8,6.59,0.2,1.2,0.6,0.2,2.6,0.0,0.2,0,0.0,0.8,0.2,1.0,0.0,0.2,0.6,30.0,87.3,0.4,0.6,0.0
Zouhair Feddal,LaLiga,Real Betis,ma,29,Defender,192,83,7,0,591,0,0,5,0,0.3,84.6,0,2.1,6.56,1.3,1.0,1.0,0.7,5.7,0.3,0.3,0,0.3,0.1,0.3,0.6,0.0,0.0,0.3,53.9,84.6,0.0,4.9,0.0
Alfonso Pedraza,LaLiga,Real Betis,es,23,Defender,184,73,9,2,783,0,0,1,0,0.7,75.0,0,0.4,6.53,1.8,0.8,0.9,0.5,1.4,0.7,0.5,0,0.7,0.5,1.0,1.1,0.1,0.5,1.3,29.5,75.0,0.5,1.5,0.0
Borja Iglesias,LaLiga,Real Betis,es,26,Forward,187,86,8,7,764,1,2,1,0,1.0,73.8,0,1.1,6.41,0.3,0.1,0.9,0.0,0.5,0.1,0.0,0,1.0,0.7,0.5,0.6,0.3,0.9,1.6,9.7,73.8,0.1,0.1,0.1
Andrés Guardado,LaLiga,Real Betis,mx,33,Defender,169,60,11,2,989,0,1,5,0,0.5,82.3,0,0.5,6.4,1.1,0.8,1.2,0.1,1.1,1.0,0.2,0,0.5,1.1,0.5,1.0,0.0,0.5,1.5,36.5,82.3,0.2,2.9,0.0
William Carvalho,LaLiga,Real Betis,pt,27,Defender,187,79,6,0,475,0,0,3,1,0.7,86.8,0,1.5,6.31,0.7,0.5,1.0,0.0,0.7,0.5,0.7,0,0.7,0.8,1.7,0.7,0.0,0.7,0.5,51.8,86.8,0.0,2.7,0.0
